wall_time,step,value,tag,source_file
1788855241.7150073,5832,0.7072606086730957,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788860778.4632123,5833,0.6205615997314453,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788855313.9280353,5886,0.6994054317474365,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788860848.0386868,5887,0.5713279247283936,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788855387.0175323,5940,0.7421841621398926,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788860921.0444577,5941,0.6002814769744873,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788855459.7503543,5994,0.7108423709869385,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788860991.0122662,5995,0.6001298427581787,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788855532.9063435,6048,0.7020847797393799,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788861062.7438045,6049,0.6117773056030273,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788855606.832662,6102,0.7534070014953613,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788861135.3887124,6103,0.5796656608581543,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788855678.6449683,6156,0.6992356777191162,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788861204.606606,6157,0.5802230834960938,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788855754.3086092,6210,0.7270569801330566,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788861278.125824,6211,0.587705135345459,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788855827.861022,6264,0.6973662376403809,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788861349.0646694,6265,0.584662675857544,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788855901.4713898,6318,0.6912174224853516,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788861420.388071,6319,0.6009571552276611,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788855973.5841167,6372,0.7264134883880615,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788861490.2513409,6373,0.5909590721130371,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
